Al2O3_Bauxite;Fe2O3_Bauxite;T-SiO2_Bauxite;R-SiO2_Bauxite;TiO2_Bauxite;LOI_Bauxite;THA_Bauxite;Average_MC_RM;F-NaOH_Spend_Liquor;A/C_Spend_Liquor;SC_Spend_Liquor;F-NaOH_SLE_Outlet;A/C_SLE_Outlet;F-NaOH_BDH-P-102;A/C_BDH-P-102;F-NaOH_BOS;A/C_BOS;SiO2_BOS;SC_BOS;F-NaOH_PFS_Filtrate;A/C_PFS_Filtrate;F-NaOH_Pregnant_Liquor;A/C_Pregnant_Liquor;Na2CO3_Pregnant_Liquor;F/T-NaOH_Pregnant_Liquor
49.76715;11.6969;9.644;4.46425;1.1589;26.49985;43.2358675;17.25;147.3;0.458;14.55;174;0.455;146.1;0.454;146.1;0.824;0.501;38.52;139.5;0.795;142.8;0.81;35.6;81.26554972
49.76715;11.6969;9.644;4.46425;1.1589;26.49985;43.2358675;15.45;148.4;0.433;3.58;175.2;0.443;149.5;0.458;145;0.842;49.5;49.5;135;0.845;146.1;0.831;36.4;81.27743984
50.0322;12.3294;8.8579;5.6779;1.0364;26.6748;42.107437;12.98;150.6;0.462;2;165.1;0.477;142.8;0.457;145;0.845;0.267;32.86;133.9;0.828;141.7;0.809;35.9;80.96154532
50.0322;12.3294;8.8579;5.6779;1.0364;26.6748;42.107437;6.645;142.8;0.48;3;170.7;0.474;139.5;0.488;141.7;0.835;0.226;27.75;131.6;0.854;141.7;0.82;35.3;81.28082875
50.0322;12.3294;8.8579;5.6779;1.0364;26.6748;42.107437;13.94;148.4;0.437;2.44;;;150.6;0.434;152.8;0.806;0.316;32.21;140.6;0.781;150.6;0.75;37.5;81.27803519
50.0322;12.3294;8.8579;5.6779;1.0364;26.6748;42.107437;13.715;141.7;0.45;3;;;149.5;0.437;150.6;0.818;0.187;42.9;137.2;0.804;146.1;0.788;36.4;81.273298
50.0322;12.3294;8.8579;5.6779;1.0364;26.6748;42.107437;12.71;150.6;0.427;0.53;;;150.6;0.427;150.6;0.835;0.344;31.28;139.5;0.825;145;0.794;36.1;81.28790265
49.58;16.36;8.54;4.58;1.37;24.94;42.2254;14.725;157.6;0.445;2.96;;;150.2;0.467;148;0.764;0.2;7;133.1;0.822;142.7;0.811;35.6;81.2525759
49.58;16.36;8.54;4.58;1.37;24.94;42.2254;13.385;140.6;0.506;1.4;147;0.477;145.9;0.462;147;0.82;0.48;41.65;134.2;0.799;139.5;0.796;34.8;81.25380367
50.43;15.19;8.92;4.59;1.07;25.61;43.24;9.8;140.6;0.502;2.64;145.9;0.48;146.4;0.464;150.2;0.852;0.496;34;130.5;0.826;138.4;0.813;34.5;81.27006608
50.43;15.19;8.92;4.59;1.07;25.61;43.24;12.92;139.5;0.556;3.68;148;0.459;154.4;0.437;149.1;0.819;0.488;36.6;140.6;0.763;144.8;0.788;36.1;81.26158015
50.43;15.19;8.92;4.59;1.07;25.61;43.24;7.42;137.4;0.499;6.5;;;143.8;0.488;144.8;0.843;0.416;10.64;139.5;0.796;141.6;0.836;35.3;81.26925687
50.43;15.19;8.92;4.59;1.07;25.61;43.24;12.2;136.3;0.51;2.67;;;140.6;0.514;138.4;0.832;0.498;62.76;128.9;0.82;135.2;0.84;33.7;81.27611663
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;9.9;141.6;0.491;1.67;;;140.6;0.491;145.9;0.837;0.406;35.16;132.1;0.828;140.6;0.831;35;81.29644411
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;11.76;142.7;0.495;2.71;;;155.5;0.441;151.2;0.832;0.413;24.13;133.1;0.862;141.6;0.832;35.3;81.26885931
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;;152.3;0.425;6.32;;;150.2;0.439;158.7;0.509;0.411;0.3;140.6;0.582;141.6;0.63;35.3;81.24876047
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;12.2;149.1;0.462;1.31;143.8;0.848;143.8;0.479;143.8;0.83;0.449;27.42;133.1;0.737;143.8;0.793;35.8;81.2890963
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;7.195;149.1;0.444;1.27;;;149.1;0.462;149.1;0.835;0.398;22.92;138.4;0.766;138.4;0.804;34.5;81.26915088
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;15.465;120.3;0.678;12.5;135.2;0.509;136.3;0.498;137.4;0.849;0.398;25.11;120.3;0.833;123.7;0.844;31.3;81.00153912
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;11.48;139.5;0.467;8.55;138.4;0.479;140.6;0.479;142.7;0.825;0.349;22.13;125.7;0.81;129.9;0.824;32.4;81.26576069
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;6.805;131;0.49;6.35;;;138.4;0.459;143.8;0.793;0.37;24.1;126.7;0.845;138.4;0.823;35.8;80.56535556
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;10.6;147;0.44;5.89;;;138.4;0.459;132.1;0.827;0.318;26.07;121.4;0.86;133.1;0.832;33.2;81.26341769
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;12.48;142.7;0.453;3.78;;;145.9;0.487;144.8;0.834;0.223;16.2;141.6;0.752;150.2;0.812;37.4;81.2842299
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;;160.8;0.435;0.63;;;151.2;0.519;158.7;0.531;0.254;2.9;151.2;0.529;171.5;0.473;42.7;81.24854091
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;13.09;154.4;0.508;0.7;;;156.5;0.477;154.4;0.82;0.331;24.73;157.6;0.649;152.3;0.776;37.9;81.29116073
50.5;13.83;7.26;4.17;1.07;25.75;43.9636;;147;0.458;1.1;152.3;0.449;153.4;0.436;149.1;0.793;0.395;38.2;139.5;0.756;152.3;0.738;37.9;81.28765063
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;11.67;141.6;0.487;17.24;145.9;0.461;151.2;0.452;149.1;0.814;;26.87;139.5;0.779;143.8;0.789;35.8;81.28870512
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;12.6;143.8;0.498;6.67;138.4;0.513;144.8;0.501;145.9;0.883;0.447;56.76;132.1;0.903;144.8;0.845;;100
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;16.665;144.2;0.446;12.42;;;145.3;0.452;147.5;0.812;0.57;25.2;138.2;0.787;147;0.781;36.6;81.28455287
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;6.63;147;0.465;6;;;141.5;0.468;150.3;0.811;0.485;32.83;132.2;0.815;141.5;0.798;35.3;81.25229552
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;12.09;149.2;0.497;7.21;;;148.1;0.49;145.9;0.829;0.383;15.31;138.2;0.81;147;0.808;36.6;81.28713646
50.30825;12.25125;5.14935;3.0495;1.0597;26.82435;45.2075975;12.365;144.8;0.479;3.84;;;148.1;0.486;150.3;0.801;0.375;28.8;137.1;0.801;147;0.801;37.4;80.87742773
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;11.67;142.6;0.479;2.27;;;142.6;0.483;147;0.819;0.424;32.9;132.7;0.796;132.7;0.796;33.1;81.25999167
49.17995;14.35195;6.8721;4.2773;1.02285;25.8262;42.4504465;15.145;154.7;0.421;2.42;;;143.7;0.475;140.4;0.816;;;122.8;0.753;140.4;0.812;35;81.26801473
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;13.675;148;0.326;10.64;;;154.4;0.344;147;0.849;0.506;49.58;133.1;0.742;149.1;0.755;37.1;81.29257186
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;14.89;145.9;0.411;5.17;;;148;0.405;145.9;0.895;0.38;42.94;137.4;0.839;142.7;0.856;35.6;81.25701753
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;7.49;145.9;0.419;4.67;;;125.7;0.439;138.4;0.855;0.516;39.16;131;0.795;144.8;0.766;36.1;81.25944007
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;12.53;142.7;0.484;2.57;177.8;0.445;144.8;0.477;137.4;0.839;0.501;42.53;123.5;0.808;136.3;0.806;34;81.25767232
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;14.73;151.2;0.456;4.73;174.6;0.468;;;;;;;131;0.807;;;;
49.28385;16.2326;7.24005;4.45285;1.4575;25.9;42.0844105;;;;;;;;;;;;;;;;;;
49.28385;16.2326;7.24005;4.45285;1.4575;25.9;42.0844105;;149.8;0.458;4.16;;;152;0.459;163.7;0.498;0.185;9.5;147.7;0.494;152;0.498;37.9;81.22856623
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;8.915;145.5;0.359;8.87;;;156.2;0.354;141.3;0.735;0.375;56.87;135.9;0.65;142.3;0.67;35.5;81.23894245
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;14.72;155.2;0.412;1.5;172.3;0.405;152;0.399;139.1;0.819;0.452;74.29;141.2;0.788;145.5;0.776;35.2;81.81516083
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;16.355;159.4;0.434;4.18;208.7;0.472;163.7;0.459;143.4;0.795;0.455;43.52;144.5;0.619;159.4;0.574;39.7;81.25446377
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;15.435;150.9;0.473;2;192.6;0.481;149.8;0.469;150.9;0.836;0.259;37.9;139.1;0.777;146.6;0.781;36.5;81.28496609
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;16.05;149.8;0.473;1.5;199;0.476;155.2;0.47;153;0.814;0.339;31.8;139.1;0.8;148.7;0.795;37.1;81.24623407
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;18.2;134.8;0.509;3.9;189.4;0.483;147.7;0.494;146.6;0.857;0.303;47.91;131.6;0.817;140.2;0.828;34.9;81.29660907
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;17.125;133.8;0.509;5.45;175.5;0.483;141.3;0.486;143.4;0.826;0.344;74.11;132.7;0.796;141.3;0.797;35.2;81.27895705
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;14.02;146.6;0.475;14;185.1;0.982;147.7;0.472;145.5;0.807;0.316;119.4;141.3;0.816;143.4;0.856;35.7;81.29570716
48.72605;15.91515;6.6637;4.36875;1.41555;26.0225;41.664215;;150.9;0.49;9.74;139.1;0.701;146.6;0.508;155.2;0.529;0.308;5.2;145;0.54;153;0.753;38.1;81.27603676
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;16.31;154.1;0.497;2.07;200.1;0.504;156.2;0.477;157.3;0.808;0.334;47.64;142.3;0.84;159.4;0.797;39.7;81.27418132
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;13.955;144.5;0.486;1.22;182.5;0.489;141.3;0.471;147.7;0.853;0.537;42.56;138;0.827;148.2;0.841;36.9;81.28902098
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;13.05;141.3;0.505;1.33;175.5;0.489;150.9;0.483;145.5;0.836;0.56;42.73;135.9;0.822;140.2;0.824;34.9;81.29620813
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;14.02;154.4;0.501;7.28;186.4;0.501;154.4;0.494;152.3;0.82;0.508;51.17;141.6;0.776;149.1;0.773;37.1;81.29426966
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;17.915;145.9;0.505;8;185.3;0.498;153.4;0.484;150.2;0.835;2.039;53.36;139.5;0.822;148;0.84;36.9;81.26374871
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;14.19;149.1;0.508;9.37;181;0.507;155.5;0.477;147;0.828;0.611;55.22;129.9;0.817;149.1;0.769;37.1;81.2938924
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;15.77;151.2;0.508;5.24;186.4;0.521;150.2;0.515;140.6;0.861;0.58;51.57;138.4;0.809;148;0.775;36.9;81.25756291
48.6295;16.009;6.4695;4.4046;1.34475;26.1537;41.515228;16.905;154.4;0.48;4.75;198.1;0.512;165.1;0.456;155.5;0.793;0.593;31.58;141.6;0.817;156.5;0.787;39;81.26388686
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;14.18;143.4;0.42;6.26;188.1;0.432;146.8;0.42;144.5;0.829;0.521;20.59;135.4;0.799;140;0.797;34.7;81.37424511
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;12.93;148;0.401;8.29;191.6;0.447;146.8;0.389;131.9;0.824;0.483;44.1;134.2;0.814;143.4;0.738;35.5;81.3889871
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;12.84;142.2;0.441;9.27;182.4;0.412;153.7;0.405;144.5;0.791;0.55;13.89;138.8;0.755;136.5;0.792;33.8;81.3936661
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;13.34;135.3;0.462;1.67;178.9;0.44;153.6;0.436;143.3;0.835;0.362;58.15;133;0.826;143.3;0.829;35.7;81.28006322
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;15.945;138.7;0.466;3.2;;;146.8;0.437;138.7;0.832;0.388;47.58;126.1;0.822;135.3;0.808;33.7;81.2865662
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;;169.7;0.496;2.53;223.6;0.499;174.3;0.49;182.3;0.496;0.49;0.13;176.6;0.499;182.3;0.499;45.4;81.24369466
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;14.08;139.9;0.423;4.36;;;150.2;0.379;131.9;0.846;0.501;16.7;131.9;0.744;142.2;0.714;35.4;81.28303618
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;;;;;;;;;;;;;;;;;;
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;17.84;141;0.443;1.94;;;141;0.459;138.7;0.8;0.475;5.7;141;0.565;143.3;0.549;35.7;81.25253763
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;;138.7;0.466;1.8;191.5;0.446;150.2;0.434;144.5;0.818;0.29;55.27;131.9;0.782;139.9;0.781;34.9;81.25194775
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;13.945;137.6;0.474;2;189.2;0.457;143.3;0.455;139.9;0.865;0.328;42.5;144.5;0.733;142.2;0.839;35.4;81.29539823
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;15.82;130.7;0.486;2.96;183.4;0.456;145.6;0.452;139.9;0.841;0.259;50;128.4;0.829;136.4;0.817;34;81.27248677
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;14.455;124.1;0.486;5.13;180.9;0.463;153;0.446;145.5;0.819;0.485;59.55;137;0.798;143.4;0.835;35.7;81.29364899
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;14.485;170.2;0.388;;177.6;0.451;155.2;0.439;147.7;0.786;0.449;63.71;142.3;0.779;146.6;0.767;36.5;81.28362256
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;16.79;178.7;0.363;3;175.5;0.467;157.3;0.44;140.2;0.851;0.275;43.78;138;0.768;143.4;0.813;35.7;81.29149233
49.1413;12.7504;10.5634;5.42105;1.14275;25.6055;41.4282165;;171.2;0.432;3.82;147.7;0.537;156.2;0.528;169.1;0.529;0.259;1.67;149.8;0.54;159.4;0.521;39.7;81.24977143
49.94;15.36;6.66;4.23;1.17;25.13;43.11;13.725;170.9;0.436;1.45;185.9;0.443;152.6;0.3879;138.6;0.905;0.814;24.88;132.2;0.867;147.2;0.849;36.9;81.16322338
49.94;15.36;6.66;4.23;1.17;25.13;43.11;13.54;136.3;0.45;29.47;;;141.9;0.422;136.5;0.469;0.385;3.39;126.8;0.583;131.1;0.624;32.9;81.12833171
49.94;15.36;6.66;4.23;1.17;25.13;43.11;13.5;141.5;0.446;17.9;;;144;0.448;145.1;0.826;0.621;34.17;137.6;0.814;150.5;0.824;37.8;81.12274585
49.94;15.36;6.66;4.23;1.17;25.13;43.11;13.43;138.1;0.447;1.83;170.4;0.457;140.4;0.449;141.5;0.83;0.519;47.81;134.1;0.81;143.8;0.799;36.1;81.13289267
49.94;15.36;6.66;4.23;1.17;25.13;43.11;12.28;137.5;0.449;0.78;173.8;0.463;139.8;0.459;141.5;0.83;;42.08;131.3;0.813;140.9;0.812;35.4;81.12087606
49.42;14.24;7.58;4.19;1.18;26.02;42.8;15.95;166.4;0.471;3.4;;;147.2;0.451;151.7;0.828;0.57;20.22;143.8;0.828;141.5;0.83;35.5;81.14927993
49.42;14.24;7.58;4.19;1.18;26.02;42.8;14.43;167.5;0.357;1.76;147.2;0.414;150.6;0.415;150.6;0.414;0.565;26.09;134.7;0.794;140.4;0.79;35.2;81.15875637
49.42;14.24;7.58;4.19;1.18;26.02;42.8;13.365;139.2;0.448;115.68;157.4;0.491;161.9;0.409;146;0.895;0.308;24;139.2;0.832;152.8;0.823;38.3;81.15969277
49.42;14.24;7.58;4.19;1.18;26.02;42.8;13.375;156.2;0.466;2.1;;;149.4;0.472;150.6;0.831;0.324;36;137;0.821;142.6;0.808;35.8;81.13379081
49.45;14.75;7.31;4.92;1.37;25.79;41.9731;15.425;134.7;0.491;1.47;;;160.8;0.408;156.2;0.748;0.501;46.27;139.2;0.784;156.2;0.78;39.2;81.1311361
49.45;14.75;7.31;4.92;1.37;25.79;41.9731;13.355;170.9;0.371;2;;;150.6;0.458;147.2;0.757;0.534;49.38;141.5;0.744;148.3;0.766;37.2;81.14239773
49.45;14.75;7.31;4.92;1.37;25.79;41.9731;13.78;141.5;0.468;0.73;169.8;0.422;147.2;0.45;147.2;0.806;0.462;33.7;135.8;0.812;141.5;0.779;35.5;81.14417352
49.45;14.75;7.31;4.92;1.37;25.79;41.9731;14.875;141.5;0.448;0.19;141.5;0.448;141.5;0.448;147.2;0.824;0.285;34;135.8;0.812;141.5;0.799;35.5;81.14617636
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;14.945;146;0.468;5.04;160.8;0.463;149.4;0.439;146;0.831;0.573;12.24;129.1;0.876;133.6;0.867;33.5;81.16824168
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;15.105;148.5;0.449;3.76;193.4;0.407;153;0.411;139.4;0.795;0.488;52;129.2;0.764;138.3;0.798;34.2;81.41805486
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;1.365;146.2;0.422;0.8;182.5;0.432;150.7;0.413;148.5;0.851;0.331;45;142.8;0.741;150.7;0.728;37.3;81.38815362
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;13.58;147.3;0.415;7.09;164.3;0.423;143.9;0.414;147.3;0.857;0.439;34.36;130.3;0.745;136;0.762;33.7;81.37772298
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;13.28;143.9;0.442;6.64;170;0.427;151.9;0.43;145.1;0.858;0.267;36.58;134.9;0.829;139.4;0.822;34.5;81.40474045
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;14.8;140.5;0.445;1.3;174.5;0.412;151.9;0.394;143.9;0.827;0.144;158.32;136;0.781;139.4;0.83;34.5;81.40554223
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;13.82;176.8;0.357;1.6;171.1;0.443;153;0.402;145.1;0.82;0.177;59.78;136;0.798;149.6;0.755;37;81.40511589
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;13.82;148.5;0.459;4.21;177.9;0.454;147.3;0.458;140.5;0.855;0.308;45.41;129.4;0.852;140.5;0.843;34.8;81.39133847
50.76;15.09;8.16;4.89;1.25;25.6;43.2642;;154.1;0.864;1.46;;;149.6;0.444;134.9;0.87;0.295;28.3;123.5;0.851;131.5;0.842;32.6;81.38030436
49.2004;15.0953;8.5522;4.9772;1.1019;25.705;41.610501;15.515;130.3;0.475;2.13;167.1;0.449;164.8;0.425;142.6;0.854;;56.55;131.4;0.844;157.1;0.761;39;81.33285195
49.2004;15.0953;8.5522;4.9772;1.1019;25.705;41.610501;13.8;148.1;0.459;1.88;182.7;0.42;147;0.436;142.6;0.82;0.282;37.93;132.5;0.836;150.4;0.752;37.4;81.30341062
49.2004;15.0953;8.5522;4.9772;1.1019;25.705;41.610501;11.35;146.9;0.433;2.73;144.7;0.443;145.8;0.436;139.1;0.863;0.534;26.15;134.7;0.831;141.3;0.842;35.5;81.12392034
49.2004;15.0953;8.5522;4.9772;1.1019;25.705;41.610501;6.84;136.9;0.445;0.5;143.6;0.42;145.8;0.414;145.8;0.824;0.506;47.5;136.9;0.79;140.2;0.798;35.2;81.13280158
49.2004;15.0953;8.5522;4.9772;1.1019;25.705;41.610501;15.905;139.1;0.606;9.13;144.7;0.417;150.2;0.423;142.4;0.832;0.534;35;130.2;0.814;145.8;0.809;36.6;81.13385984
48.69;14.76;8.75;4.48;1.25;25.91;41.6824;16.8;148;0.437;5.16;175.8;0.439;146.9;0.437;148;0.845;0.526;36.24;133.5;0.847;134.8;0.831;36.6;79.60378046
48.69;14.76;8.75;4.48;1.25;25.91;41.6824;15.275;153.6;0.46;2.18;193.6;0.441;155.8;0.401;149.1;0.82;;;133.5;0.847;141.3;0.846;;
48.69;14.76;8.75;4.48;1.25;25.91;41.6824;14.725;146.9;0.451;8.67;181.4;0.437;153.6;0.449;146.9;0.792;0.475;47.2;134.7;0.823;148;0.786;37.1;81.15703068
48.69;14.76;8.75;4.48;1.25;25.91;41.6824;12.925;141.3;0.465;9;184.7;0.421;140.2;0.461;145.8;0.82;0.303;26.87;130.2;0.847;140.2;0.829;35.2;81.13593603
49.51;15.48;7.83;4.41;1.26;25.38;42.47;15.175;144.7;0.458;15.86;180.3;0.464;151.3;0.47;149.1;0.849;0.257;5.45;140.2;0.791;142.4;0.866;35.7;81.16594367
49.51;15.48;7.83;4.41;1.26;25.38;42.47;15.395;144.7;0.452;0.18;182.5;0.444;146.9;0.434;141.3;0.841;0.542;0.764705882;136.9;0.829;148;0.818;37.1;81.16009267
49.51;15.48;7.83;4.41;1.26;25.38;42.47;;144.1;0.42;2.29;184.2;0.423;147.2;0.436;156.9;0.462;0.28;0.69;138.6;0.733;152.1;0.577;38.2;81.09977861
49.51;15.48;7.83;4.41;1.26;25.38;42.47;15.04;147.2;0.404;12.94;;;145.1;0.428;135.4;0.833;0.049;37.13;139.7;0.71;129;0.818;32.4;81.13502473
47.41;14.67;10.64;4.7;1.12;24.12;40.18;12.52;150.5;0.347;19.14;;;145.1;0.367;138.6;0.836;0.457;69.58;130;0.799;142.9;0.782;35.9;81.11805918
47.41;14.67;10.64;4.7;1.12;24.12;40.18;14.49;155.8;0.385;12.89;182.7;0.414;150.5;0.399;145.1;0.846;0.395;31.92;134.3;0.797;139.7;0.785;35.1;81.11803452
47.41;14.67;10.64;4.7;1.12;24.12;40.18;12.325;150.5;0.399;0.34;172;0.425;145.1;0.414;145.1;0.846;0.3;39.77;123.6;0.824;134.3;0.816;33.7;81.14869914
47.41;14.67;10.64;4.7;1.12;24.12;40.18;16.61;153.7;0.374;5.28;169.8;0.421;147.2;0.418;142.9;0.84;0.408;38.57;123.6;0.811;127.9;0.812;32.1;81.14906304
47.41;14.67;10.64;4.7;1.12;24.12;40.18;14.4;168.7;0.328;3.1;180.6;0.402;144;0.406;149.4;0.811;0.411;27.44;133.3;0.795;141.9;0.798;35.6;81.14603812
47.41;14.67;10.64;4.7;1.12;24.12;40.18;12.295;136.5;0.421;0.1;176.3;0.424;154.8;0.368;144;0.783;0.357;62.29;137.6;0.74;146.2;0.746;36.7;81.12774417
47.41;14.67;10.64;4.7;1.12;24.12;40.18;15.415;141.9;0.405;6.33;166.6;0.426;139.7;0.445;142.9;0.701;0.265;46.57;133.3;0.584;140.8;0.593;35.3;81.13884989
47.41;14.67;10.64;4.7;1.12;24.12;40.18;15.91;138.6;0.427;5.64;176.3;0.409;148.3;0.419;136.5;0.815;0.272;45.73;127.9;0.796;139.7;0.803;35.1;81.11986269
49.94;15.36;6.66;4.23;1.17;25.13;43.11;17.44;138.6;0.443;1.14;120.4;0.796;147.2;0.405;140.8;0.807;0.208;52.58;96.7;0.409;124.7;0.794;31.3;81.14744228
49.94;15.36;6.66;4.23;1.17;25.13;43.11;16.625;136.5;0.427;0.91;;;131.1;0.397;135.4;0.819;0.411;69.55;127.9;0.782;142.9;0.722;35.9;81.11209862
49.94;15.36;6.66;4.23;1.17;25.13;43.11;11.75;134.3;0.326;0.83;144;0.391;140.8;0.392;139.7;0.846;0.473;43.4;132.2;0.808;139.7;0.824;35.1;81.12199512
49.94;15.36;6.66;4.23;1.17;25.13;43.11;12.49;129;0.444;7.3;137.6;0.424;139.7;0.432;136.5;0.916;0.424;43.13;129;0.884;138.6;0.883;34.8;81.14149574
49.94;15.36;6.66;4.23;1.17;25.13;43.11;15.47;137.6;0.443;5.06;189.1;0.449;142.9;0.445;139.7;0.85;0.211;30.36;131.1;0.83;136.5;0.832;34.3;81.12258115
49.94;15.36;6.66;4.23;1.17;25.13;43.11;15.03;137.6;0.462;2.4;;;147.2;0.453;147.2;0.785;;;137.6;0.791;144;0.387;36.1;81.11838703
47.87655;14.60585;10.42672;3.2765;1.4376;25.32625;42.1798175;17.775;134.7;0.559;0.24;177.8;0.408;140.1;0.422;140.1;0.825;0.537;46.4;132.5;0.771;137.9;0.799;35.6;80.60163392
47.87655;14.60585;10.42672;3.2765;1.4376;25.32625;42.1798175;16.355;142.2;0.442;5;189.6;0.403;150.8;0.413;150.8;0.841;0.444;59.9;135.7;0.816;144.4;0.816;37.2;80.64015563
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;17.01;138.9;0.423;4.8;171.7;0.422;144.2;0.418;143.1;0.828;0.462;49;136.7;0.82;144.2;0.815;37.2;80.61331741
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;13.95;133.6;0.445;3.3;;;137.8;0.447;134.6;0.856;;3.37;135.7;0.562;147.3;0.575;38;80.58767161
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;19.11;150.5;0.468;0.67;171.7;0.432;145.2;0.424;153.7;0.705;0.475;;133.6;0.792;146.3;0.82;37.7;80.63407846
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;;142;0.541;4.27;180.2;0.441;156.9;0.416;145.2;0.826;0.354;39.72;139.9;0.763;157.9;0.686;40.7;80.61057236
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;13.59;145.8;0.44;4.53;167.6;0.455;145.3;0.447;143.2;0.816;0.452;39.31;131.5;0.818;135.8;0.82;34.8;80.74785176
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;;145.3;0.529;0.8;175;0.442;145.3;0.449;144.2;0.813;0.429;37.73;133.6;0.787;138.9;0.795;35.6;80.74027054
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;7.715;154.8;0.408;3.6;192;0.433;150.6;0.43;146.4;0.798;0.288;51.6;141.1;0.78;147.4;0.757;37.8;80.72081648
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;15.925;141.1;0.425;7.41;140;0.436;141.1;0.433;137.9;0.832;0.447;45.57;131.5;0.796;140;0.789;35.9;80.72929928
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;;142.1;0.452;12.96;173.9;0.427;154.8;0.421;148.5;0.822;0.424;36.08;135.8;0.826;149.5;0.816;38.3;80.74486282
47.54;14.6;12.19;4.51;1.18;1.18;40.5243;12.51;146.4;0.428;13.5;163.3;0.445;148.5;0.432;144.2;0.839;0.308;0.64;135.8;0.829;144.2;0.817;37;80.71774786
48.2012;14.3032;11.632;4.422;1.1784;24.2938;41.32418;12.51;140;0.455;6;166.2;0.434;145.3;0.42;140;0.812;0.344;43.27;135.8;0.853;145.3;0.826;37.2;80.76056107
